الجامعات,المدينة,التخصصات,الحقل,الحد الادنى ,الحد التنافسي لسنة 2020,الحد التنافسي لسنة 2021,الحد التنافسي لسنة 2022,الحد التنافسي لسنة 2023,الحد التنافسي لسنة 2024,الحد التنافسي المتوقع,عدد ساعات التخصص,سعر الساعة للتنافسي,سعر الساعة الموازي,عدد سنوات الدراسة,التكلفة الكليه(تنافس),التكلفة الكليه(موازي),تدريب ميداني,نسبة العملي,تقييم صعوبة التخصص,حالة سوق العمل,وصف للتخصص,نوع الجامعة
جامعة اليرموك,إربد,الكيمياء,العلوم والتكنلوجيا,65,90.8,80.3,81.2,83.45,75.1,82.17,132.00,30.00,70.00,4,3960.00,9240.00,0,1,3,1,فهم تركيب المواد وتفاعلاتها واستخدامها في مختلف المجالات.,1
جامعة اليرموك,إربد,الفيزياء,العلوم والتكنلوجيا,65,89.3,77.8,78.75,83.25,73.5,80.52,132.00,21.00,50.00,4,2772.00,6600.00,0,1,4,1,دراسة قوانين الطبيعة والطاقة والحركة والمادة وتطبيقاتها.,1
جامعة اليرموك,إربد,الجيلوجيا,العلوم والتكنلوجيا,65,83.1,73.35,74.35,75.7,75,76.3,132.00,40.00,65.00,4,5280.00,8580.00,0,2,3,0,دراسة الأرض والصخور والمعادن والموارد الطبيعية والزلازل,1
جامعة اليرموك,إربد,الرياضيات,العلوم والتكنلوجيا,65,92.8,80.4,81.3,82.9,74.5,82.38,132.00,35.00,60.00,4,4620.00,7920.00,0,0,4,1,دراسة الأعداد والتحليل والمنطق وتطبيقها في العلوم والتقنية.,1
جامعة اليرموك,إربد,علوم الحاسوب,العلوم والتكنلوجيا,65,88.7,81.8,87.4,92.05,92.2,88.43,132.00,45.00,70.00,4,5940.00,9240.00,1,2,3,2,دراسة البرمجة والخوارزميات والذكاء الحاسوبي وتطوير التطبيقات.,1
جامعة اليرموك,إربد,علم البيانات,العلوم والتكنلوجيا,65,90,83.05,86.8,90.05,87,87.38,132.00,55.00,80.00,4,7260.00,10560.00,1,3,3,2,تحليل البيانات واستخراج الأنماط لاتخاذ قرارات وتوقعات ذكية.,1
جامعة اليرموك,إربد,الذكاء الاصطناعي,العلوم والتكنلوجيا,65,90,83.05,86.8,90.05,87,87.38,132.00,55.00,80.00,4,7260.00,10560.00,1,3,3,2,تطوير أنظمة تتعلم وتفكر وتحل المشاكل مثل الإنسان,1
جامعة اليرموك,إربد,الامن السيبراني,العلوم والتكنلوجيا,65,93.7,85.8,87.45,90.1,85.6,88.53,132.00,55.00,80.00,4,7260.00,10560.00,1,3,3,2,حماية الأنظمة والشبكات والبيانات من الهجمات والاختراقات.,1
جامعة اليرموك,إربد,نظم المعلومات الحاسوبية,العلوم والتكنلوجيا,65,85.7,79.6,80.85,88.35,83,83.5,132.00,20.00,23.00,4,2640.00,3036.00,0,2,2,1,تصميم وإدارة أنظمة معلومات تخدم الأعمال والمؤسسات.,1
جامعة اليرموك,إربد,اللغة العربية وآدابها,اللغات والعلوم الأجتماعية,65,95.9,87.1,89.8,87.45,83.1,88.67,132.00,30.00,50.00,4,3960.00,6600.00,0,0,2,0,دراسة اللغة العربية نحوًا وبلاغةً وأدبًا قديمًا وحديثًا,1
جامعة اليرموك,إربد,اللغة الإنجليزية وآدابها,اللغات والعلوم الأجتماعية,65,96.8,88.8,90.4,90.35,86.8,90.63,132.00,35.00,60.00,4,4620.00,7920.00,0,0,2,1,دراسة اللغة الإنجليزية ومهاراتها وأدبها وثقافتها.,1
جامعة اليرموك,إربد,اللغة الفرنسية وآدابها,اللغات والعلوم الأجتماعية,65,83,78,80,82,83,81.2,132.00,30.00,60.00,4,3960.00,7920.00,0,0,2,0,دراسة اللغة الفرنسية وقواعدها وأدبها وثقافتها.,1
جامعة اليرموك,إربد,اللغة الانجليزية التطبيقية,اللغات والعلوم الأجتماعية,65,92,89.5,90.25,93.05,90,90.96,132.00,60.00,80.00,4,7920.00,10560.00,0,2,2,2,تركيز على استخدام الإنجليزية عمليًا في الترجمة والتواصل وسوق العمل.,1
جامعة اليرموك,إربد,علم النفس,اللغات والعلوم الأجتماعية,65,89.2,83.5,84.5,86.95,86.6,86.15,132.00,30.00,60.00,4,3960.00,7920.00,1,1,3,1,فهم سلوك الإنسان وعملياته العقلية والانفعالية وتشخيصها.,1
جامعة اليرموك,إربد,علم الاجتماع,اللغات والعلوم الأجتماعية,65,87.4,78.6,80.45,84.15,78.5,81.82,132.00,30.00,50.00,4,3960.00,6600.00,0,1,2,0,دراسة المجتمع والعلاقات الاجتماعية والتغيرات والقضايا المجتمعية.,1
جامعة اليرموك,إربد,التربية الخاصة,اللغات والعلوم الأجتماعية,65,86,82.5,83,83,80,82.9,132.00,20.00,40.00,4,2640.00,5280.00,1,2,3,2,تعليم ودعم ذوي الاحتياجات الخاصة وطرق دمجهم وتطوير قدراتهم.,1
جامعة اليرموك,إربد,التربية البدنية,اللغات والعلوم الأجتماعية,65,89.7,81.95,80.85,83.75,77.6,82.77,132.00,35.00,60.00,4,4620.00,7920.00,1,3,2,1,دراسة الرياضة وعلوم الحركة والتدريب لتحسين الصحة واللياقة,1
جامعة اليرموك,إربد,الارشاد والصحة النفسية,اللغات والعلوم الأجتماعية,65,89.2,83.25,85.3,86.95,85,85.94,132.00,25.00,40.00,4,3300.00,5280.00,1,2,3,2,تقديم الدعم النفسي والإرشاد لحل المشكلات وتحسين التوافق.,1
جامعة اليرموك,إربد,الفلسفة,اللغات والعلوم الأجتماعية,65,76,73,74,74,78,75,132.00,20.00,35.00,4,2640.00,4620.00,1,0,3,0,دراسة الفكر الإنساني والمنطق والأسئلة الكبرى حول الوجود والمعرفة والأخلاق.,1
جامعة اليرموك,إربد,الآثار,اللغات والعلوم الأجتماعية,65,79,76.35,74.3,80.2,75.1,76.99,132.00,16.00,40.00,4,2112.00,5280.00,1,2,2,0,دراسة الحضارات القديمة والتنقيب عن آثارها وحفظها وتحليلها.,1
جامعة اليرموك,إربد,الادارة السياحية,اللغات والعلوم الأجتماعية,65,80.9,76.65,74.7,86.3,78.7,79.45,132.00,35.00,50.00,4,4620.00,6600.00,1,2,2,1,تنظيم وإدارة الخدمات والبرامج السياحية وتسويق الوجهات.,1
جامعة اليرموك,إربد,القانون,القانون والعلوم الشرعية,65,96.5,92.5,92,93.7,90.3,93,141.00,35.00,60.00,4,4935.00,8460.00,0,1,4,1,دراسة الأنظمة والتشريعات لتنظيم حقوق الناس وحل النزاعات.,1
جامعة اليرموك,إربد,أصول الدين,القانون والعلوم الشرعية,75,83.3,77.55,78.35,80.6,75.1,78.98,132.00,16.00,40.00,4,2112.00,5280.00,0,0,3,0,دراسة العقيدة الإسلامية والتفسير والحديث وعلومها.,1
جامعة اليرموك,إربد,الفقه وأصوله,القانون والعلوم الشرعية,75,90.5,82,84.15,84.15,78.3,83.82,132.00,16.00,40.00,4,2112.00,5280.00,0,0,3,0,فهم الأحكام الشرعية وكيفية استنباطها من مصادرها.,1
جامعة اليرموك,إربد,إدارة الأعمال,الأعمال,65,91.5,88.5,91.5,89.6,82,88.62,132.00,30.00,50.00,4,3960.00,6600.00,1,2,2,1,تنظيم وتخطيط وإدارة الشركات والموارد لتحقيق أهدافها.,1
جامعة اليرموك,إربد,المحاسبة,الأعمال,65,88.7,84.75,88.35,90.95,85,87.55,132.00,30.00,60.00,4,3960.00,7920.00,1,2,3,1,تسجيل وتحليل العمليات المالية وإعداد التقارير والميزانيات.,1
جامعة اليرموك,إربد,التمويل,الأعمال,65,86,81.1,86.75,91.85,82,85.54,132.00,30.00,50.00,4,3960.00,6600.00,1,2,3,2,إدارة الأموال والاستثمارات والقروض واتخاذ قرارات مالية ذكية.,1
جامعة اليرموك,إربد,التسويق,الأعمال,65,86.5,89,90,91.85,80,87.47,132.00,30.00,50.00,4,3960.00,6600.00,1,2,2,2,دراسة السوق وطرق الترويج للمنتجات وفهم سلوك العملاء.,1
جامعة اليرموك,إربد,نظم المعلومات الادارية,الأعمال,65,85.7,79.6,80.85,89.6,84,83.95,132.00,30.00,45.00,4,3960.00,5940.00,1,2,3,2,دمج الإدارة مع التقنية لتطوير أنظمة معلومات تخدم المؤسسات.,1
جامعة اليرموك,إربد,الإدارة العامة,الأعمال,65,83.8,77.9,81.25,82.5,85.3,82.15,132.00,30.00,40.00,4,3960.00,5280.00,1,2,2,0,إدارة وتنظيم العمل في القطاعات الحكومية والخدمية.,1
جامعة اليرموك,إربد,إقتصاد الأعمال,الأعمال,65,84.2,77.95,78.5,85.3,84.6,82.11,132.00,30.00,50.00,4,3960.00,6600.00,0,1,3,1,دراسة الاقتصاد وتطبيقه على قرارات الشركات والأسواق.,1
جامعة مؤتة,الكرك,الطب,صحي,90,98.2,93.55,94.95,96.65,96.7,96.01,257.00,100.00,150.00,6,25700.00,38550.00,1,3,4,1,يدرس جسم الأنسان وتشخيصه وعلاجة جراحيا و دوائياً.,1
جامعة مؤتة,الكرك,طب الأسنان,صحي,90,98,98,95.5,95.5,95.5,96.5,198.00,150.00,225.00,5,29700.00,44550.00,1,3,4,1,صحة الفم والأسنان.,1
جامعة مؤتة,الكرك,الصيدلة,صحي,80,97,91.45,93.6,94.55,94.2,94.16,165.00,60.00,90.00,5,9900.00,14850.00,1,3,3,1,صناعة أدوية و طرق التحضير و فهم التأثيرات للأدوية.,1
جامعة مؤتة,الكرك,التمريض,صحي,70,94.7,85.95,89.4,91.7,88.4,90.03,135.00,40.00,60.00,4,5400.00,8100.00,1,3,3,2,يهتم برعاية المرضى ومتابعة حالتهم وتنفيذ خطط العلاج والتوعية الصحية بالتعاون مع الفريق الطبي.,1
جامعة مؤتة,الكرك,علوم المختبرات الطبية,صحي,70,94.7,82.75,88.1,89.4,86.95,88.38,132.00,45.00,75.00,4,5940.00,9900.00,1,4,3,1,إجراء التحاليل الطبية على عينات المريض للكشف عن امراض وتشخيصها.,1
جامعة مؤتة,الكرك,دكتور الصيدلة,صحي,80,95.7,95.7,94.2,95.7,94.2,95.1,219.00,60.00,100.00,6,13140.00,21900.00,1,3,4,1,التعامل المباشر مع المريض وفي المشفى ومتابعة العلاجات.,1
جامعة مؤتة,الكرك,هندسة العمارة,هندسي,80,95.1,86.07,86.3,92.3,89,89.754,171.00,50.00,75.00,5,8550.00,12825.00,1,3,3,1,يجمع بين الفن والهندسة لتصميم المباني والفراغات بما يحقق الجمال والوظيفة والأمان.,1
جامعة مؤتة,الكرك,هالهندسة المدنية,هندسي,80,93.8,80.2,80.05,85.8,80.05,83.98,160.00,40.00,55.00,4,6400.00,8800.00,1,4,3,1,تصميم وتنفيذ البنية التحتية مثل المباني والطرق والجسور وشبكات المياه.,1
جامعة مؤتة,الكرك,هندسة الكهرباء,هندسي,80,87.3,80.3,81.15,82.65,80.05,82.29,160.00,40.00,55.00,4,6400.00,8800.00,1,3,4,2,دراسة وتصميم أنظمة الطاقة الكهربائية والإلكترونيات والتحكم.,1
جامعة مؤتة,الكرك,هندسة الميكانيك,هندسي,80,88.6,80,80.05,84.3,80.05,82.6,160.00,40.00,55.00,4,6400.00,8800.00,1,2,3,1,تصميم وتشغيل الآلات والأنظمة الميكانيكية والطاقة والتبريد.,1
جامعة مؤتة,الكرك,الهندسة الكيميائية,هندسي,65,90.7,80,80.15,89.4,84.2,84.89,160.00,40.00,55.00,4,6400.00,8800.00,1,2,4,1,تحويل المواد الخام إلى منتجات مفيدة عبر عمليات كيميائية وصناعية.,1
جامعة مؤتة,الكرك,هندسة الحاسوب,هندسي,65,87,80.25,80.2,89.9,86.6,84.79,132.00,40.00,55.00,4,5280.00,7260.00,1,2,3,1,دمج العتاد والبرمجيات لتصميم أنظمة الحاسوب والدوائر الذكية.,1
جامعة مؤتة,الكرك,هندسة الميكاترونيكس,هندسي,65,77.8,75,70.9,86.05,83.7,78.69,132.00,40.00,70.00,4,5280.00,9240.00,1,3,3,2,دمج الميكانيك والكهرباء والبرمجة لصنع أنظمة وأجهزة ذكية.,1
جامعة مؤتة,الكرك,الهندسة الصناعية,هندسي,65,80.15,80.15,80.15,82.75,80.05,80.65,132.00,40.00,55.00,4,5280.00,7260.00,1,2,3,2,تحسين كفاءة الإنتاج والعمليات وإدارة الجودة والموارد.,1
جامعة مؤتة,الكرك,الكيمياء,العلوم والتكنلوجيا,65,84.6,74.15,72.9,81.55,77.3,78.1,132.00,30.00,50.00,4,3960.00,6600.00,0,1,3,1,فهم تركيب المواد وتفاعلاتها واستخدامها في مختلف المجالات.,1
جامعة مؤتة,الكرك,الفيزياء,العلوم والتكنلوجيا,65,84.1,71.9,68.25,79.4,74.9,75.71,132.00,30.00,50.00,4,3960.00,6600.00,0,1,4,1,دراسة قوانين الطبيعة والطاقة والحركة والمادة وتطبيقاتها.,1
جامعة مؤتة,الكرك,الجيلوجيا,العلوم والتكنلوجيا,65,77.8,75,70.9,86.05,77.75,77.5,132.00,20.00,45.00,4,2640.00,5940.00,0,2,3,0,دراسة الأرض والصخور والمعادن والموارد الطبيعية والزلازل,1
جامعة مؤتة,الكرك,الرياضيات,العلوم والتكنلوجيا,65,87.8,74.4,73.85,82.15,84.8,80.6,132.00,30.00,50.00,4,3960.00,6600.00,0,0,4,1,دراسة الأعداد والتحليل والمنطق وتطبيقها في العلوم والتقنية.,1
جامعة مؤتة,الكرك,علوم الحاسوب,العلوم والتكنلوجيا,65,82,76.55,76.05,88.75,84.8,81.63,132.00,50.00,60.00,4,6600.00,7920.00,1,2,3,2,دراسة البرمجة والخوارزميات والذكاء الحاسوبي وتطوير التطبيقات.,1
جامعة مؤتة,الكرك,علم البيانات,العلوم والتكنلوجيا,65,82,77.9,82.85,88.3,84.9,83.19,132.00,50.00,70.00,4,6600.00,9240.00,1,3,3,2,تحليل البيانات واستخراج الأنماط لاتخاذ قرارات وتوقعات ذكية.,1
جامعة مؤتة,الكرك,الذكاء الاصطناعي,العلوم والتكنلوجيا,65,82,77.9,82.85,88.3,84.9,83.19,132.00,50.00,70.00,4,6600.00,9240.00,1,3,3,2,تطوير أنظمة تتعلم وتفكر وتحل المشاكل مثل الإنسان,1
جامعة مؤتة,الكرك,الامن السيبراني,العلوم والتكنلوجيا,65,82,78..65,82.8,84.1,84.1,83.25,132.00,50.00,65.00,4,6600.00,8580.00,1,3,3,2,حماية الأنظمة والشبكات والبيانات من الهجمات والاختراقات.,1
جامعة مؤتة,الكرك,هندسة البرمجيات,العلوم والتكنلوجيا,65,85.1,78.4,77.8,88.25,84.1,82.73,132.00,50.00,65.00,4,6600.00,8580.00,1,3,2,2,بناء وتطوير برامج كبيرة بجودة عالية وبطريقة منظمة.,1
جامعة مؤتة,الكرك,نظم المعلومات الحاسوبية,العلوم والتكنلوجيا,65,75.6,74.2,70.8,79.7,78.9,75.84,132.00,50.00,60.00,4,6600.00,7920.00,1,2,2,1,تصميم وإدارة أنظمة معلومات تخدم الأعمال والمؤسسات.,1
جامعة مؤتة,الكرك,هندسة زراعية,العلوم والتكنلوجيا,65,77.8,75,70.9,86.05,79,77.75,132.00,25.00,40.00,4,3300.00,5280.00,1,3,2,0,تطبيق الهندسة في الزراعة لتحسين الإنتاج والري والآلات الزراعية.,1
جامعة مؤتة,الكرك,الانتاج الحيواني,العلوم والتكنلوجيا,65,78.1,65.75,67.95,80.2,74.8,73.36,132.00,30.00,40.00,4,3960.00,5280.00,0,2,2,0,"تربية وتحسين إنتاج الحيوانات (لحوم، ألبان، دواجن) علمياً.",1
جامعة مؤتة,الكرك,علم وتكنلوجيا الغذاء,العلوم والتكنلوجيا,65,88.3,81.05,79.8,88.45,87.35,84.99,132.00,40.00,50.00,4,5280.00,6600.00,1,3,2,1,تصنيع وحفظ وتحسين جودة وسلامة الأغذية,1
جامعة مؤتة,الكرك,اللغة العربية وآدابها,اللغات والعلوم الأجتماعية,65,87.5,78.4,81.25,84.4,82.9,82.89,132.00,30.00,40.00,4,3960.00,5280.00,0,0,2,0,دراسة اللغة العربية نحوًا وبلاغةً وأدبًا قديمًا وحديثًا,1
جامعة مؤتة,الكرك,اللغة الإنجليزية وآدابها,اللغات والعلوم الأجتماعية,65,93,81.9,83.35,92.9,85.4,87.31,132.00,30.00,40.00,4,3960.00,5280.00,0,0,2,1,دراسة اللغة الإنجليزية ومهاراتها وأدبها وثقافتها.,1
جامعة مؤتة,الكرك,اللغة الانجليزية التطبيقية,اللغات والعلوم الأجتماعية,65,85.45,77.9,77.9,85.95,85,82.44,132.00,50.00,60.00,4,6600.00,7920.00,0,2,2,0,تركيز على استخدام الإنجليزية عمليًا في الترجمة والتواصل وسوق العمل.,1
جامعة مؤتة,الكرك,علم النفس,اللغات والعلوم الأجتماعية,65,85.8,79.45,73.55,88,80.56,81.472,132.00,30.00,40.00,4,3960.00,5280.00,1,1,3,2,فهم سلوك الإنسان وعملياته العقلية والانفعالية وتشخيصها.,1
جامعة مؤتة,الكرك,علم الاجتماع,اللغات والعلوم الأجتماعية,65,74.2,72,67.75,78.9,74.7,73.51,132.00,30.00,40.00,4,3960.00,5280.00,1,1,2,1,دراسة المجتمع والعلاقات الاجتماعية والتغيرات والقضايا المجتمعية.,1
جامعة مؤتة,الكرك,التربية الخاصة,اللغات والعلوم الأجتماعية,65,74.7,79.5,79.5,79.5,74.7,77.58,132.00,30.00,40.00,4,3960.00,5280.00,1,2,3,0,تعليم ودعم ذوي الاحتياجات الخاصة وطرق دمجهم وتطوير قدراتهم.,1
جامعة مؤتة,الكرك,التربية البدنية,اللغات والعلوم الأجتماعية,65,77.4,74.8,71.75,81.55,80,77.1,132.00,30.00,40.00,4,3960.00,5280.00,1,3,2,2,دراسة الرياضة وعلوم الحركة والتدريب لتحسين الصحة واللياقة,1
جامعة مؤتة,الكرك,الارشاد والصحة النفسية,اللغات والعلوم الأجتماعية,65,76.9,74.5,71.2,83.95,78.2,76.95,132.00,30.00,40.00,4,3960.00,5280.00,1,2,3,2,تقديم الدعم النفسي والإرشاد لحل المشكلات وتحسين التوافق.,1
جامعة مؤتة,الكرك,الآثار,اللغات والعلوم الأجتماعية,65,72.6,72.05,67.15,78.95,74.55,73.06,132.00,30.00,40.00,4,3960.00,5280.00,0,2,2,0,دراسة الحضارات القديمة والتنقيب عن آثارها وحفظها وتحليلها.,1
جامعة مؤتة,الكرك,الادارة السياحية,اللغات والعلوم الأجتماعية,65,72.6,72.05,67.15,78.95,74.55,73.06,132.00,30.00,40.00,4,3960.00,5280.00,1,2,2,1,تنظيم وإدارة الخدمات والبرامج السياحية وتسويق الوجهات.,1
جامعة مؤتة,الكرك,القانون,القانون والعلوم الشرعية,75,87.1,76.9,72.25,85.15,80.75,80.43,132.00,30.00,50.00,4,3960.00,6600.00,0,1,4,1,دراسة الأنظمة والتشريعات لتنظيم حقوق الناس وحل النزاعات.,1
جامعة مؤتة,الكرك,أصول الدين,القانون والعلوم الشرعية,75,81.5,78,78.25,78.25,81.5,79.5,132.00,30.00,40.00,4,3960.00,5280.00,0,0,3,0,دراسة العقيدة الإسلامية والتفسير والحديث وعلومها.,1
جامعة مؤتة,الكرك,الفقه وأصوله,القانون والعلوم الشرعية,75,86.1,76.9,76.9,78.35,81.55,79.96,132.00,30.00,40.00,4,3960.00,5280.00,0,0,3,0,فهم الأحكام الشرعية وكيفية استنباطها من مصادرها.,1
جامعة مؤتة,الكرك,إدارة الأعمال,الأعمال,65,85.4,76.4,71.2,85.8,82.35,80.23,132.00,30.00,40.00,4,3960.00,5280.00,1,2,2,1,تنظيم وتخطيط وإدارة الشركات والموارد لتحقيق أهدافها.,1
جامعة مؤتة,الكرك,المحاسبة,الأعمال,65,87.1,76.9,72.25,85.15,80.75,80.43,132.00,30.00,40.00,4,3960.00,5280.00,1,2,3,1,تسجيل وتحليل العمليات المالية وإعداد التقارير والميزانيات.,1
جامعة مؤتة,الكرك,التسويق,الأعمال,65,77.8,75,70.9,86.05,83.7,78.69,132.00,40.00,50.00,4,5280.00,6600.00,1,2,2,2,دراسة السوق وطرق الترويج للمنتجات وفهم سلوك العملاء.,1
جامعة مؤتة,الكرك,نظم المعلومات الادارية,الأعمال,65,85.1,78.4,77.8,88.25,80.8,82.07,132.00,22.00,45.00,4,2904.00,5940.00,1,2,3,2,دمج الإدارة مع التقنية لتطوير أنظمة معلومات تخدم المؤسسات.,1
جامعة مؤتة,الكرك,الإدارة العامة,الأعمال,65,80.5,80.5,80.5,80.5,78.7,80.14,132.00,30.00,40.00,4,3960.00,5280.00,1,2,2,0,إدارة وتنظيم العمل في القطاعات الحكومية والخدمية.,1
جامعة مؤتة,الكرك,إقتصاد الأعمال,الأعمال,65,73.4,72.5,66.6,77.3,74.95,72.95,132.00,30.00,40.00,4,3960.00,5280.00,0,1,3,1,دراسة الاقتصاد وتطبيقه على قرارات الشركات والأسواق.,1
جامعة آل البيت, المفرق,التمريض,صحي,70,92.1,85.8,87.6,89.05,85.5,88.01,135.00,45.00,65.00,4,6075.00,8775.00,1,3,3,2,رعاية المرضى ومتابعة العلاج داخل المستشفيات,1
جامعة آل البيت,المفرق,علوم المختبرات الطبية,صحي,70,94.7,82.75,88.1,89.4,89,88.79,132.00,50.00,75.00,4,6600.00,9900.00,1,4,3,1,تحليل عينات المرضى للمساعدة بالتشخيص,1
جامعة آل البيت,المفرق,علوم السمع والنطق,صحي,65,75.7,82.95,75.7,82.95,82.95,80.05,132.00,50.00,75.00,4,6600.00,9900.00,1,3,3,1,تشخيص وعلاج مشاكل السمع والنطق واللغة,1
جامعة آل البيت, المفرق,تقنيات الأشعة الطبية,صحي,70,90.7,90,80.3,80.3,84.35,85.13,132.00,50.00,75.00,4,6600.00,9900.00,1,4,2,2,تصوير طبي (أشعة/رنين/طبقي) للتشخيص,1
جامعة آل البيت,المفرق,هندسة العمارة,هندسي,80,92.4,80.15,80,85.3,80.05,83.58,171.00,40.00,60.00,5,6840.00,10260.00,1,3,4,1,تصميم المباني والمساحات بشكل وظيفي وجمالي.,1
جامعة آل البيت,المفرق,هالهندسة المدنية,هندسي,80,90.9,80.1,80,80.65,80,82.33,160.00,40.00,60.00,4,6400.00,9600.00,1,4,4,1,تنفيذ وتصميم مشاريع مثل الطرق والجسور والمباني,1
جامعة آل البيت,المفرق,هندسة الطاقة المتجددة,هندسي,80,90.3,83.2,81.2,88.2,80,84.58,163.00,50.00,70.00,5,8150.00,11410.00,1,3,3,2,تصميم أنظمة طاقة شمسية ورياح وكفاءة طاقة.,1
جامعة آل البيت,المفرق,هندسة المساحة,هندسي,80,87.1,87.1,80.15,80.15,80,82.9,163.00,30.00,50.00,5,4890.00,8150.00,1,3,3,1,قياس الأراضي ورسم الخرائط وتحديد المواقع.,1
جامعة آل البيت, المفرق,الكيمياء,العلوم والتكنلوجيا,65,86.5,74.6,75.6,82.3,82.5,80.3,132.00,30.00,45.00,4,3960.00,5940.00,0,1,3,1,دراسة المواد والتفاعلات واستخدامها في الصناعة والدواء,1
جامعة آل البيت,المفرق,الفيزياء,العلوم والتكنلوجيا,65,85.3,71.15,70.15,77.9,71.9,75.28,132.00,30.00,45.00,4,3960.00,5940.00,0,1,4,1,فهم قوانين الطبيعة والطاقة وتطبيقاتها في التقنية.,1
جامعة آل البيت,المفرق,الرياضيات,العلوم والتكنلوجيا,65,87.7,74.75,73.05,79.65,73.95,77.82,132.00,30.00,45.00,4,3960.00,5940.00,0,0,3,1,حل مسائل وتحليل ونمذجة تستخدم بكل العلوم.,1
جامعة آل البيت,المفرق,نظم المعلومات الجغرافية,العلوم والتكنلوجيا,65,78.7,78.7,74.75,74.75,78.7,77.12,132.00,35.00,55.00,4,4620.00,7260.00,1,2,2,2,بناء أنظمة معلومات وقواعد بيانات للمؤسسات.,1
جامعة آل البيت,المفرق,علوم الحاسوب,العلوم والتكنلوجيا,65,84.5,78.35,77.5,88.1,96.94,85.078,132.00,40.00,55.00,4,5280.00,7260.00,1,1,3,2,برمجة وتطوير برمجيات وخوارزميات وتقنيات حديثة.,1
جامعة آل البيت,المفرق,علوم الأرض والبيئة التطبيقية,العلوم والتكنلوجيا,65,77.1,66.65,66.75,74.1,70.95,71.11,132.00,30.00,45.00,4,3960.00,5940.00,0,2,2,0,دراسة البيئة والجيولوجيا والموارد الطبيعية.,1
جامعة آل البيت,المفرق,العلوم السياسية,العلوم والتكنلوجيا,65,82.5,75.5,71.5,80.2,79.2,77.78,132.00,30.00,45.00,4,3960.00,5940.00,1,1,3,2,فهم الأنظمة السياسية والعلاقات الدولية والسياسات.,1
جامعة آل البيت,المفرق,علم البيانات,العلوم والتكنلوجيا,65,78.5,78.5,79.3,86.85,86.45,81.92,132.00,50.00,75.00,4,6600.00,9900.00,1,3,4,2,تحليل البيانات واستخراج نتائج وتوقعات مفيدة.,1
جامعة آل البيت,المفرق,الذكاء الاصطناعي,العلوم والتكنلوجيا,65,78.5,78.5,79.3,86.85,86.45,81.92,132.00,50.00,75.00,4,6600.00,9900.00,1,3,4,2,تطوير أنظمة تتعلم مثل الإنسان وتعمل بذكاء.,1
جامعة آل البيت,المفرق,الامن السيبراني,العلوم والتكنلوجيا,65,81.4,74.2,80.1,86.1,82.65,80.89,132.00,50.00,75.00,4,6600.00,9900.00,1,3,4,2,حماية الشبكات والبيانات من الاختراق والهجمات.,1
جامعة آل البيت,المفرق,نظم المعلومات الحاسوبية,العلوم والتكنلوجيا,65,81.8,76.05,73.8,82.65,79.6,78.78,132.00,40.00,55.00,4,5280.00,7260.00,1,2,2,1,تصميم حلول تقنية تربط بين الإدارة والتقنية.,1
جامعة آل البيت,المفرق,اللغة العربية وآدابها,اللغات والعلوم الأجتماعية,65,88.3,82.1,80.4,85.95,82.25,83.8,132.00,30.00,45.00,4,3960.00,5940.00,0,0,1,0,دراسة اللغة والأدب والكتابة والتحليل.,1
جامعة آل البيت,المفرق,اللغة الإنجليزية وآدابها,اللغات والعلوم الأجتماعية,65,93.2,82.65,84.85,91.85,86.5,87.81,132.00,35.00,45.00,4,4620.00,5940.00,0,0,2,1,لغة وأدب وترجمة وتواصل أكاديمي.,1
جامعة آل البيت,المفرق,اللغة الفرنسية وآدابها,اللغات والعلوم الأجتماعية,65,89.2,78.55,73.25,85.55,76.75,80.66,132.00,35.00,45.00,4,4620.00,5940.00,0,0,2,0,لغة وثقافة وأدب ومهارات ترجمة.,1
جامعة آل البيت,المفرق,اللغة الانجليزية التطبيقية,اللغات والعلوم الأجتماعية,65,86.65,86.5,86.7,86.5,86.7,86.61,132.00,20.00,40.00,4,2640.00,5280.00,0,2,2,0,إنجليزي عملي للوظائف والترجمة.,1
جامعة آل البيت,المفرق,التربية الخاصة,اللغات والعلوم الأجتماعية,65,71,81.6,75.35,81.5,83.5,78.59,132.00,35.00,45.00,4,4620.00,5940.00,1,2,2,2,تعليم وتأهيل ذوي الإعاقات وصعوبات التعلم.,1
جامعة آل البيت,المفرق,التربية البدنية,اللغات والعلوم الأجتماعية,65,75.8,86,81.7,83.7,83.9,82.22,132.00,35.00,50.00,4,4620.00,6600.00,1,3,1,1,تعليم الرياضة واللياقة وإدارة الأنشطة الرياضية.,1
جامعة آل البيت,المفرق,تكنولوجيا مالية,اللغات والعلوم الأجتماعية,65,78.1,81.75,81.75,89.4,89.4,84.08,132.00,35.00,55.00,4,4620.00,7260.00,1,3,3,2,تطبيقات وتقنيات حديثة في الخدمات المالية والبنوك.,1
جامعة آل البيت,المفرق,معلم الصف / إناث,اللغات والعلوم الأجتماعية,65,83.4,77.05,75.9,83.55,82.5,80.48,132.00,35.00,45.00,4,4620.00,5940.00,1,2,1,2,تنظيم الكتب والمصادر والبحث والأرشفة.,1
جامعة آل البيت,المفرق,اللغة والادب/ايطالي - انجليزي,اللغات والعلوم الأجتماعية,65,84.3,71.1,84.3,81.55,78.8,80.01,132.00,35.00,45.00,4,4620.00,5940.00,0,0,2,1,دراسة الحضارات والتنقيب وتحليل القطع الأثرية.,1
